,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,20,30,4,258,30,9.92,774,33.33,0,0,42,0,5,0
List A,18,8,2,23,10,3.83,48,47.91,0,0,2,0,4,0
Twenty20,14,2,0,1,1,0.50,3,33.33,0,0,0,0,3,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,20,32,3037,1642,48,5/76,7/170,34.20,3.24,63.2,1,1,0
List A,18,18,848,738,40,6/51,6/51,18.45,5.22,21.2,1,2,0
Twenty20,14,14,300,417,14,2/19,2/19,29.78,8.34,21.4,0,0,0



