,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,42,40,7,1128,72,34.18,1534,73.53,0,8,84,7,16,0
T20Is,15,15,0,227,38,15.13,263,86.31,0,0,15,4,3,0
First-class,17,32,3,920,108,31.72,2211,41.61,1,7,,,21,0
List A,56,53,8,1509,72,33.53,,,0,11,,,17,0
Twenty20,20,19,0,366,68,19.26,370,98.91,0,1,25,10,6,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,42,2,9,12,1,1/6,1/6,12.00,8.00,9.0,0,0,0
T20Is,15,2,30,33,3,3/25,3/25,11.00,6.60,10.0,0,0,0
First-class,17,,102,66,1,1/53,1/53,66.00,3.88,102.0,0,0,0
List A,56,2,9,12,1,1/6,1/6,12.00,8.00,9.0,0,0,0
Twenty20,20,4,42,58,3,3/25,3/25,19.33,8.28,14.0,0,0,0

