,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,48,80,3,2089,171,27.12,4942,42.27,4,6,276,18,39,0
List A,38,36,2,1011,100,29.73,1236,81.79,1,7,87,17,19,0
Twenty20,46,43,6,721,102,19.48,633,113.90,1,2,60,19,14,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,48,67,4645,2090,61,3/17,6/64,34.26,2.69,76.1,0,0,0
List A,38,37,1597,1216,40,3/24,3/24,30.40,4.56,39.9,0,0,0
Twenty20,46,28,539,571,22,3/9,3/9,25.95,6.35,24.5,0,0,0



