,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,57,93,10,3516,201*,42.36,7223,48.67,11,15,458,23,27,0
List A,63,61,8,2495,159*,47.07,3158,79.00,6,15,254,28,20,1
Twenty20,45,44,10,1011,108*,29.73,896,112.83,1,4,102,18,13,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,57,8,213,139,1,1/7,1/18,139.00,3.91,213.0,0,0,0
List A,63,6,114,86,0,-,-,-,4.52,-,0,0,0
Twenty20,45,6,73,83,2,1/13,1/13,41.50,6.82,36.5,0,0,0



