,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,27,30,7,369,51,16.04,888,41.55,0,1,56,0,8,0
List A,21,10,2,78,20,9.75,105,74.28,0,0,4,2,7,0
Twenty20,27,15,9,75,13*,12.50,79,94.93,0,0,5,0,9,0



,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,27,47,5937,2442,108,7/48,10/128,22.61,2.46,54.9,8,6,2
List A,21,21,985,758,31,4/53,4/53,24.45,4.61,31.7,2,0,0
Twenty20,27,27,637,717,35,5/30,5/30,20.48,6.75,18.2,1,1,0



