,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,36,56,9,1525,166,32.44,3521,43.31,4,7,172,11,26,0
ODIs,160,144,33,4283,150*,38.58,5077,84.36,4,23,277,63,67,0
T20Is,70,64,21,1654,96*,38.46,1338,123.61,0,9,122,56,33,0
First-class,97,155,26,6171,260*,47.83,12546,49.18,18,29,,,67,0
List A,219,193,38,5982,150*,38.59,7280,82.17,5,39,,,81,0
Twenty20,210,197,62,5137,99*,38.05,4201,122.28,0,33,372,171,79,0
,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,36,47,2328,1380,37,4/73,4/149,37.29,3.55,62.9,1,0,0
ODIs,160,105,2889,2538,61,4/16,4/16,41.60,5.27,47.3,1,0,0
T20Is,70,35,391,506,17,3/18,3/18,29.76,7.76,23.0,0,0,0
First-class,97,,5011,2890,72,5/108,,40.13,3.46,69.5,2,1,0
List A,219,,3623,3138,77,4/16,4/16,40.75,5.19,47.0,1,0,0
Twenty20,210,117,1514,1904,67,4/17,4/17,28.41,7.54,22.5,3,0,0
