,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,57,41,11,810,123*,27.00,713,113.60,2,3,62,43,17,0
T20Is,22,18,5,236,37*,18.15,161,146.58,0,0,11,17,9,0
First-class,77,121,12,3783,210*,34.70,4292,88.14,8,17,,,72,0
List A,166,144,28,4056,148,34.96,3497,115.98,9,22,,,67,0
Twenty20,213,191,47,4092,100,28.41,2832,144.49,1,19,326,212,69,0

,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,57,50,1490,1365,33,3/49,3/49,41.36,5.49,45.1,0,0,0
T20Is,22,17,305,438,13,2/22,2/22,33.69,8.61,23.4,0,0,0
First-class,77,,11857,5682,186,6/40,,30.54,2.87,63.7,5,14,2
List A,166,,5407,4652,113,5/52,5/52,41.16,5.16,47.8,2,2,0
Twenty20,213,131,2121,2708,94,4/10,4/10,28.80,7.66,22.5,2,0,0

