BTJ Wheal,7.59,16
BV Taylor,7.71,26.7
BV Vitori,7.141666667,31.65
BW Harmison,7.228,17.04
BW Hilfenhaus,7.97125,15.3125
BW Sanderson,6.46,15.26666667
BWKS Bulathwala,0,0
BY Arumathanthrige,0,0
C Bishnoi,8,6
C Bisson,0,0
C Bosch,8.475,40
C Burgess,0,0
C Carter,0,0
C Charles,10,6
C Chetty,0,0
C de Grandhomme,6.7975,14.5375
C de Silva,10.435,16.8
C Fanis,0,0
C Fortuin,0,0
C Frauenstein,5.636666667,13.26666667
C Gamage,6.75,0
C Ganapathy,7.4125,18.65
C Gunasinghe,11.665,9
C Jonker,4.971666667,2
C Karunaratne,12.375,12
C Kieswetter,0,0
C le Roux,6.265,19.5
C Madan,0,0
C Mathurin,0,0
C Munro,8.688571429,12.32857143
C Musoko,8.45,13.2
C Nanda,6.875,21.25
C Overton,10.11666667,33
C Pervez,6.945,8.7
C Pietersen,6.99,19.5
C Piumal,7.35,12.4
C Rajapaksa,13.55,5
C Rushworth,7.731666667,19.55
C Saini,9,0
C Salley,0,0
C Samantha,0,0
C Samboer,0,0
C Sawad,7.27,15.8
C Sudharaka,7.89,19
C Thirimanne,0,0
C Tshiki,0,0
C Viljoen,6.33,19.96
C Waiswa,7.18,28.36666667
C White,0,1
C Wright,9,18
C Zhuwao,4.85,18.2
CA Dry,7.183333333,32.5
CA Ingram,3.5625,7.0625
CA Lewis,4.37,16
CA Lynn,4.325714286,2.285714286
CA Morris,0,0
CA Philipson,0,0
CA Pujara,0,0
CA Rose,9.172,31.2
CA Soper,5.745,15.15
CA Thyssen,0.833333333,0
CA Williams,5.33,18
CA Young,7.07,32.6
CAH Barron,0,0
CAH Stevenson,9.665,9
CAJ Meschede,8.726666667,15.78333333
CAJ Morris,8.25,12
CAK Rajitha,7.555,12.2
CAK Walton,0,0
CAM Madusanka,9.065,12.75
Carl Cachopa,8.72,10
CB Bailey,9.3,26
CB Cooke,0,0
CB Hampson,5.75,8
CB Keegan,7.36,31.1
CB Mpofu,7.96125,18.925
CC Alexander,8.2,0
CC Benham,0,0
CC Charlery,0,0
CC Lewis,14.5,0
CC Young,9.33,18
CD Barnwell,7.75,18.3875
CD Cannonier,2,6
CD Collymore,11.48,47
CD Crowe,0,0
CD Cumming,6.266,3.6
CD de Lange,6.871666667,18.63333333
CD Fletcher,0,0
CD Hartley,0,0
CD Hopkinson,0,0
CD Kumarasinghe,0,0
CD McMillan,7.85,28
CD Nash,6.858888889,23.56666667
CD Roberts,8.66,0
CD Wallace,0,0
CD Whelan,8.223333333,16.9
CD Wright,0,0
CDJ Dent,10.52666667,10.83333333
CE McConchie,8.276666667,7
CE Shreck,8.31,19.45
CEW Silverwood,6.9,66
CF Hughes,6.99625,16.3625
CF Jackson,0,0
CF Schoeman,0,0
CF Snyman,7.44,24.5
CFK van Wyk,0,0
CG Bosch,7.165,34.5
CG Burnett,4.5,8
CG Greenidge,11.83,0
CG Khurana,6.01,22.5
CG Taylor,4.7075,4.5
CG Wijesinghe,0,0
CG Williams,6.31,19.41666667
CH Gayle,7.728888889,24.58888889
CH Morris,7.39,18.25
CH Raubenheimer,6.943333333,20
Chetan Sharma,0,0
CI Akello,8.18,66
CJ Adams,0,0
CJ Alexander,7.2425,35.9125
CJ Anderson,5.29875,14
CJ August,7.576666667,30.5
CJ Bodenstein,6.43,18.3
CJ Borgas,5.571428571,0
CJ Botma,0,0
CJ Bowes,1.5825,4.5
CJ Boyce,8.014,15.52
CJ Chibhabha,8.8675,22.0375
CJ Dala,9.518,12.5
CJ Duval,7.33,12
CJ Ferguson,0,0
CJ Gandhi,0,0
CJ Gannon,8.844,18.86
CJ Green,6.3,27.85
CJ Haggett,9.956666667,17
CJ Jordan,9.634285714,40.71428571
CJ Liddle,9.54,18.04285714
CJ Marrow,0,0
CJ McKay,8.554444444,20.74444444
CJ Merchant,0,0
CJ Nevin,0,0
CJ Russell,10.66666667,15.76666667
CJ Simmons,3.1125,4
CJ Taylor,9.5,0
CJA Amini,7.18,16
CJC Wright,9.0775,23.2625
CJD de Villiers,6.834,18.04
CJK Hodge,6.5,12
CJL Rogers,0,0
CJM Sabburg,2.5,0
CJO Smith,0,0
CK Akshay,7.285,17.1
CK Chundawat,6.01,15.05
CK Coventry,0,0
CK Kapugedera,5.686666667,2.622222222
CK Kruger,0,0
CK Langeveldt,7.651428571,17.67142857
CK Paul,6.785,14.25
